word,happiness_average,happiness_rank,happiness_standard_deviation
tape,5.2,6277,1.1952
tighter,5.2,6278,1.4428
tires,5.2,6279,1.3702
turn,5.2,6280,1.2454
turns,5.2,6281,0.9035
van,5.2,6282,1.4286
viento,5.2,6283,1.2936
vuelve,5.2,6284,0.9689
warner,5.2,6285,1.6162
williams,5.2,6286,0.9689
yi,5.2,6287,0.9035
lotta,5.19,6288,1.4333
amar,5.19,6289,1.1788
dogg,5.19,6290,1.6968
dominant,5.19,6291,1.9963
retained,5.19,6292,1.363
searched,5.19,6293,1.299
turnin,5.19,6294,1.1422
kickin,5.18,6295,1.8894
ph,5.18,6296,1.1668
squad,5.18,6297,1.3795
tasks,5.18,6298,1.4531
duro,5.18,6299,1.0138
advocate,5.18,6300,1.6622
ahora,5.18,6301,0.9409
allan,5.18,6302,1.0437
back,5.18,6303,1.2403
barney,5.18,6304,1.3805
barry,5.18,6305,0.9409
basement,5.18,6306,1.024
blowing,5.18,6307,1.5868
boards,5.18,6308,1.0821
bones,5.18,6309,1.7343
brick,5.18,6310,1.2237
candidates,5.18,6311,1.4803
cape,5.18,6312,1.7577
cha,5.18,6313,0.8254
chancellor,5.18,6314,1.4803
chap,5.18,6315,1.7225
china's,5.18,6316,1.3506
claim,5.18,6317,1.4941
classification,5.18,6318,1.2567
closet,5.18,6319,1.1373
cnn,5.18,6320,1.4525
collar,5.18,6321,1.32
context,5.18,6322,0.9624
crawling,5.18,6323,1.7343
deborah,5.18,6324,1.4384
defense,5.18,6325,1.5345
democrat,5.18,6326,2.0172
election,5.18,6327,1.3506
etc,5.18,6328,0.9833
existing,5.18,6329,1.6744
from,5.18,6330,1.2237
gate,5.18,6331,1.1008
governor's,5.18,6332,1.5477
hardcore,5.18,6333,2.0671
has,5.18,6334,1.5477
hasta,5.18,6335,1.0437
horn,5.18,6336,1.4241
imperial,5.18,6337,2.0373
is,5.18,6338,0.7197
jacob,5.18,6339,1.1192
joint,5.18,6340,1.6374
jonathan,5.18,6341,1.1192
judith,5.18,6342,1.1008
kita,5.18,6343,1.3045
knees,5.18,6344,1.1192
legal,5.18,6345,1.746
leonard,5.18,6346,1.2728
leslie,5.18,6347,1.3045
letting,5.18,6348,1.3656
lloyd,5.18,6349,0.919
longer,5.18,6350,1.1726
lynn,5.18,6351,1.2887
minister,5.18,6352,1.4097
mon,5.18,6353,1.5868
monitor,5.18,6354,1.7922
month,5.18,6355,1.3354
mt,5.18,6356,0.9833
muy,5.18,6357,0.8965
ninth,5.18,6358,0.9833
notion,5.18,6359,1.32
o'connor,5.18,6360,1.1551
ore,5.18,6361,1.2403
pac,5.18,6362,1.4097
penis,5.18,6363,1.9555
pete,5.18,6364,1.5477
phyllis,5.18,6365,1.1551
plug,5.18,6366,1.024
pour,5.18,6367,1.32
public,5.18,6368,1.3656
ra,5.18,6369,1.5739
render,5.18,6370,1.32
reporters,5.18,6371,1.3506
retreat,5.18,6372,1.9659
returned,5.18,6373,1.4384
reuters,5.18,6374,1.3656
ritmo,5.18,6375,1.2567
roar,5.18,6376,1.7807
sera,5.18,6377,1.1899
shaw,5.18,6378,0.9624
simon,5.18,6379,1.2728
slick,5.18,6380,1.6499
sox,5.18,6381,1.5345
stepped,5.18,6382,1.2728
stuffed,5.18,6383,1.3045
take,5.18,6384,1.5077
urge,5.18,6385,1.3045
woh,5.18,6386,1.3805
yah,5.18,6387,1.5077
fuse,5.17,6388,1.562
capitalism,5.16,6389,2.4524
doet,5.16,6390,1.0478
examine,5.16,6391,1.3896
laced,5.16,6392,1.3746
lado,5.16,6393,1.1429
spine,5.16,6394,1.2804
zeit,5.16,6395,1.0675
census,5.16,6396,1.4265
#tinychat,5.16,6397,1.5032
14th,5.16,6398,0.7384
81st,5.16,6399,1.2675
about,5.16,6400,1.1669
after-tax,5.16,6401,1.7304
apartments,5.16,6402,1.5826
are,5.16,6403,0.7918
ballot,5.16,6404,1.2993
barometer,5.16,6405,0.9553
basic,5.16,6406,1.3456
basin,5.16,6407,1.6081
betty,5.16,6408,1.0759
chain,5.16,6409,1.5301
cooper,5.16,6410,1.0174
cuomo,5.16,6411,0.7918
cyrus,5.16,6412,1.4758
depot,5.16,6413,0.6809
diane,5.16,6414,0.7656
diddy,5.16,6415,1.3456
dios,5.16,6416,1.4758
dos,5.16,6417,1.3303
downstairs,5.16,6418,1.2993
ds,5.16,6419,1.1669
ed,5.16,6420,1.2014
effect,5.16,6421,1.0947
ellen,5.16,6422,1.4049
feb,5.16,6423,1.4337
floor,5.16,6424,1.2513
fuego,5.16,6425,1.2014
gordon,5.16,6426,1.2349
greg,5.16,6427,1.0568
hari,5.16,6428,1.5301
hype,5.16,6429,1.5826
lang,5.16,6430,0.6809
leon,5.16,6431,1.0947
locker,5.16,6432,0.9553
lt,5.16,6433,0.9765
mil,5.16,6434,0.6181
mira,5.16,6435,1.4337
months,5.16,6436,0.8657
murray,5.16,6437,1.1669
nfl,5.16,6438,1.8991
notice,5.16,6439,1.5032
occur,5.16,6440,1.2349
ones,5.16,6441,0.8172
permission,5.16,6442,1.5566
platform,5.16,6443,1.4337
pointing,5.16,6444,1.2349
population,5.16,6445,1.3607
prevent,5.16,6446,1.7998
prolonged,5.16,6447,1.5826
react,5.16,6448,1.2835
remaining,5.16,6449,1.2835
reporter,5.16,6450,1.3456
rosenberg,5.16,6451,1.2349
sabes,5.16,6452,1.1132
she'll,5.16,6453,1.0174
staten,5.16,6454,1.2513
station,5.16,6455,0.7384
stein,5.16,6456,1.2014
such,5.16,6457,0.7656
suga,5.16,6458,1.6458
sweep,5.16,6459,1.4194
tendency,5.16,6460,1.1843
tested,5.16,6461,1.1132
their,5.16,6462,0.8657
thermal,5.16,6463,1.4896
troops,5.16,6464,2.0639
turner,5.16,6465,1.0174
utah,5.16,6466,1.3149
verizon,5.16,6467,1.3756
viene,5.16,6468,1.1314
vou,5.16,6469,0.9116
wears,5.16,6470,0.9765
whereby,5.16,6471,1.1314
ions,5.15,6472,1.3184
ing,5.15,6473,0.8749
posterior,5.15,6474,1.4438
anterior,5.14,6475,1.1547
bearing,5.14,6476,1.5275
complexity,5.14,6477,1.7078
copyright,5.14,6478,1.8028
haffi,5.14,6479,1.2076
lui,5.14,6480,1.2748
melting,5.14,6481,1.5679
10th,5.14,6482,1.4144
2pm,5.14,6483,0.8809
a1,5.14,6484,1.6414
adjusted,5.14,6485,1.1954
ann,5.14,6486,0.7827
antonio,5.14,6487,1.2618
aw,5.14,6488,1.2291
baller,5.14,6489,1.1068
ben,5.14,6490,1.3704
besides,5.14,6491,1.1068
bruce,5.14,6492,1.2938
calle,5.14,6493,1.0152
calor,5.14,6494,1.5651
cohen,5.14,6495,0.8574
conduct,5.14,6496,1.325
cosa,5.14,6497,1.0304
district,5.14,6498,1.0104
eddie,5.14,6499,1.4144
endlessly,5.14,6500,1.6904
englewood,5.14,6501,1.3095
estoy,5.14,6502,0.8084
factors,5.14,6503,0.9037
farther,5.14,6504,1.4144
firms,5.14,6505,1.1782
fyi,5.14,6506,0.7562
gail,5.14,6507,1.1782
garcia,5.14,6508,0.8084
gente,5.14,6509,0.9691
governor,5.14,6510,1.1608
greenberg,5.14,6511,1.3852
harrison,5.14,6512,1.1068
havin,5.14,6513,1.4144
henry,5.14,6514,0.9037
hmmm,5.14,6515,1.8296
hypnotized,5.14,6516,1.457
israelis,5.14,6517,1.3554
it'll,5.14,6518,0.9899
keith,5.14,6519,0.9691
knw,5.14,6520,1.0304
larry,5.14,6521,1.3704
laying,5.14,6522,1.0104
lesbian,5.14,6523,2.1094
louis,5.14,6524,1.2938
lovato,5.14,6525,1.143
mets,5.14,6526,1.2124
mitchell,5.14,6527,1.3095
mu,5.14,6528,1.2618
onto,5.14,6529,0.8574
operated,5.14,6530,1.3095
pad,5.14,6531,1.325
pittsburgh,5.14,6532,1.3852
poi,5.14,6533,1.325
pre,5.14,6534,1.0104
puerto,5.14,6535,1.5254
regardless,5.14,6536,1.2618
region,5.14,6537,1.143
rendered,5.14,6538,1.2124
repeat,5.14,6539,1.2456
retired,5.14,6540,1.9484
roberta,5.14,6541,0.8332
roy,5.14,6542,1.3704
seemed,5.14,6543,1.05
shake,5.14,6544,1.1954
silence,5.14,6545,1.738
somehow,5.14,6546,0.926
soooo,5.14,6547,0.9478
stem,5.14,6548,1.2618
still,5.14,6549,1.125
subsidies,5.14,6550,1.4984
supposed,5.14,6551,1.125
tak,5.14,6552,1.4287
thou,5.14,6553,1.05
thus,5.14,6554,0.9899
toes,5.14,6555,1.4984
track,5.14,6556,1.143
verte,5.14,6557,1.1068
volver,5.14,6558,1.2456
weil,5.14,6559,1.4848
wet,5.14,6560,1.4144
y'all,5.14,6561,1.5254
yearning,5.14,6562,1.5651
jar,5.12,6563,1.1416
callin,5.12,6564,1.3328
hierarchy,5.12,6565,1.8999
latter,5.12,6566,1.4381
mirada,5.12,6567,1.2355
pum,5.12,6568,1.1481
territories,5.12,6569,1.8779
#fb,5.12,6570,1.4658
1-bath,5.12,6571,1.4234
9th,5.12,6572,0.9823
=p,5.12,6573,1.0812
anata,5.12,6574,1.1891
ankle,5.12,6575,0.8241
anyway,5.12,6576,1.1183
anyways,5.12,6577,1.1542
aww,5.12,6578,1.8366
backed,5.12,6579,1.3797
bare,5.12,6580,1.7219
bernard,5.12,6581,1.0029
boom,5.12,6582,1.7219
bulk,5.12,6583,1.2558
c'mon,5.12,6584,1.3498
c-after,5.12,6585,0.8722
c/o,5.12,6586,1.1183
cell,5.12,6587,1.409
collins,5.12,6588,1.1891
comer,5.12,6589,1.0812
committee,5.12,6590,1.2395
contained,5.12,6591,1.3649
cops,5.12,6592,1.8477
coro,5.12,6593,1.4658
creo,5.12,6594,1.1542
crush,5.12,6595,1.7454
debating,5.12,6596,1.5471
deja,5.12,6597,1.2229
del,5.12,6598,1.4518
digo,5.12,6599,1.0812
duke,5.12,6600,1.3944
eleanor,5.12,6601,0.9823
extreme,5.12,6602,1.686
foster,5.12,6603,1.5862
here's,5.12,6604,0.9823
hillary,5.12,6605,1.4234
jah,5.12,6606,1.3649
jason,5.12,6607,1.3192
jerusalem,5.12,6608,1.7916
juga,5.12,6609,1.1542
jurisdiction,5.12,6610,1.5205
kalo,5.12,6611,0.9823
kansas,5.12,6612,1.023
ken,5.12,6613,1.1718
meine,5.12,6614,1.3037
ncaa,5.12,6615,1.5205
nyt,5.12,6616,1.4658
office,5.12,6617,1.6243
pas,5.12,6618,1.1542
policies,5.12,6619,1.6368
rear,5.12,6620,1.4658
reported,5.12,6621,1.2558
reporting,5.12,6622,1.1718
retweet,5.12,6623,2.1058
rounds,5.12,6624,1.023
sais,5.12,6625,1.4934
shadows,5.12,6626,1.7337
side,5.12,6627,0.7183
silent,5.12,6628,1.5471
single,5.12,6629,1.5205
sixth,5.12,6630,0.9398
soldier,5.12,6631,1.5862
stairs,5.12,6632,1.2229
tau,5.12,6633,0.9613
territory,5.12,6634,1.1891
testimony,5.12,6635,1.272
tex,5.12,6636,1.1891
tumbling,5.12,6637,1.6117
ty,5.12,6638,1.1891
typically,5.12,6639,1.0999
viii,5.12,6640,1.2229
von,5.12,6641,0.9179
wander,5.12,6642,1.6368
while,5.12,6643,0.659
willie,5.12,6644,1.4658
wire,5.12,6645,0.8722
xx,5.12,6646,1.1718
ye,5.12,6647,1.3649
torch,5.11,6648,1.8086
brotha,5.1,6649,1.6143
conmigo,5.1,6650,1.3721
edges,5.1,6651,1.5332
amino,5.1,6652,1.2624
pause,5.1,6653,1.1945
populations,5.1,6654,1.403
sealed,5.1,6655,1.5444
ren,5.1,6656,1.035
20th,5.1,6657,1.0351
4th,5.1,6658,1.1824
@dealsplus,5.1,6659,1.3439
aaron,5.1,6660,1.0926
according,5.1,6661,0.9949
administrative,5.1,6662,1.5811
albert,5.1,6663,1.2495
alleen,5.1,6664,1.3132
allen,5.1,6665,1.2976
ave,5.1,6666,0.8391
average,5.1,6667,0.9091
bases,5.1,6668,1.0351
before,5.1,6669,0.9313
bellwether,5.1,6670,1.1112
betta,5.1,6671,1.4178
between,5.1,6672,0.6468
bryan,5.1,6673,1.4463
bus,5.1,6674,1.2495
butt,5.1,6675,1.8544
ca,5.1,6676,1.3439
careful,5.1,6677,1.4033
carlos,5.1,6678,1.4604
cells,5.1,6679,1.4033
ceo,5.1,6680,1.6067
circuit,5.1,6681,1.2495
cliff,5.1,6682,1.5286
commissioner,5.1,6683,1.0926
consumption,5.1,6684,1.7985
curtis,5.1,6685,1.0152
davis,5.1,6686,1.1294
dealt,5.1,6687,1.2495
differential,5.1,6688,1.359
dr,5.1,6689,1.374
either,5.1,6690,0.7071
et,5.1,6691,0.789
extent,5.1,6692,1.3132
factor,5.1,6693,0.789
ff,5.1,6694,0.9091
gary,5.1,6695,0.9949
goldstein,5.1,6696,1.165
he's,5.1,6697,0.7354
hou,5.1,6698,1.4321
huntington,5.1,6699,1.2164
ian,5.1,6700,1.165
investigate,5.1,6701,1.2976
jb,5.1,6702,0.9949
jon,5.1,6703,0.8144
koch,5.1,6704,1.4033
lists,5.1,6705,1.374
managers,5.1,6706,1.359
mans,5.1,6707,1.3887
marc,5.1,6708,1.2657
marks,5.1,6709,1.4321
mata,5.1,6710,1.3439
merger,5.1,6711,1.0152
mich,5.1,6712,0.8864
minneapolis,5.1,6713,1.5551
mother-in-law,5.1,6714,2.0329
nhl,5.1,6715,1.4604
nick,5.1,6716,1.5811
o'brien,5.1,6717,1.0926
obey,5.1,6718,1.8763
omg,5.1,6719,1.7173
phat,5.1,6720,1.6194
pin,5.1,6721,0.8864
protestant,5.1,6722,1.7642
puts,5.1,6723,0.6468
quien,5.1,6724,1.0152
replacement,5.1,6725,1.4604
requests,5.1,6726,1.0546
rev,5.1,6727,0.8864
rogers,5.1,6728,1.2495
routine,5.1,6729,1.3286
sai,5.1,6730,1.5286
schwartz,5.1,6731,1.1112
smith,5.1,6732,1.4743
smokin,5.1,6733,2.1309
sobre,5.1,6734,1.3887
sont,5.1,6735,0.9742
stack,5.1,6736,1.1294
steelers,5.1,6737,1.594
tablet,5.1,6738,1.594
thats,5.1,6739,0.8864
there,5.1,6740,0.7071
these,5.1,6741,0.5803
toe,5.1,6742,1.2495
tooo,5.1,6743,1.488
wayne,5.1,6744,1.2495
welfare,5.1,6745,1.9821
wolf,5.1,6746,1.8098
youre,5.1,6747,1.374
youu,5.1,6748,1.0546
specimen,5.09,6749,1.4719
fait,5.08,6750,1.2175
hump,5.08,6751,1.7361
kg,5.08,6752,1.3019
trace,5.08,6753,1.2175
assuming,5.08,6754,1.4118
dmc,5.08,6755,1.5253
glue,5.08,6756,1.382
neutral,5.08,6757,1.115
provincial,5.08,6758,1.3668
questa,5.08,6759,1.077
sempre,5.08,6760,1.397
unto,5.08,6761,1.077
whispered,5.08,6762,1.579
#ohjustlikeme,5.08,6763,1.664
12th,5.08,6764,0.7516
admitted,5.08,6765,1.3529
after,5.08,6766,0.9655
agent,5.08,6767,1.4405
albany,5.08,6768,1.3223
alfred,5.08,6769,1.027
amid,5.08,6770,1.14
az,5.08,6771,0.9864
base,5.08,6772,1.0467
berger,5.08,6773,1.1925
booked,5.08,6774,1.5497
bronxville,5.08,6775,0.8999
budget,5.08,6776,1.7825
buss,5.08,6777,1.3679
c-included,5.08,6778,1.085
canaan,5.08,6779,1.2591
ch,5.08,6780,1.2911
commissioners,5.08,6781,1.3529
copie,5.08,6782,1.066
cord,5.08,6783,1.1036
countdown,5.08,6784,1.5497
department's,5.08,6785,1.1036
districts,5.08,6786,1.1578
doug,5.08,6787,0.8999
eric,5.08,6788,0.8999
eugene,5.08,6789,1.3679
factory,5.08,6790,1.4961
falta,5.08,6791,1.0467
february,5.08,6792,2.1077
fence,5.08,6793,1.3529
fui,5.08,6794,0.8769
gilbert,5.08,6795,0.9864
hart,5.08,6796,1.1753
hij,5.08,6797,1.0467
hun,5.08,6798,1.6142
indonesia,5.08,6799,1.7478
jo,5.08,6800,1.14
john,5.08,6801,1.1578
juan,5.08,6802,1.066
knee,5.08,6803,0.6952
laws,5.08,6804,1.4546
listed,5.08,6805,1.1578
manhasset,5.08,6806,1.3068
marion,5.08,6807,1.0467
martinez,5.08,6808,1.14
medicaid,5.08,6809,1.8609
medicine,5.08,6810,1.6884
meyer,5.08,6811,1.1925
might,5.08,6812,1.2262
morgen,5.08,6813,0.8999
morris,5.08,6814,1.2752
nas,5.08,6815,0.8999
necessarily,5.08,6816,1.122
norman,5.08,6817,1.2752
noted,5.08,6818,1.0069
occasionally,5.08,6819,1.4824
ohhh,5.08,6820,1.9571
ooo,5.08,6821,1.4546
para,5.08,6822,0.9442
pls,5.08,6823,1.6884
quiere,5.08,6824,1.3223
requirement,5.08,6825,1.5097
schemes,5.08,6826,1.5628
scott,5.08,6827,0.6952
seconds,5.08,6828,0.9655
sen,5.08,6829,0.9864
sets,5.08,6830,1.3377
settle,5.08,6831,1.4405
seventh,5.08,6832,0.6652
so,5.08,6833,0.8999
soledad,5.08,6834,1.3827
specimens,5.08,6835,1.4961
squeeze,5.08,6836,1.7004
steel,5.08,6837,1.1578
stevens,5.08,6838,1.0069
stewart,5.08,6839,1.122
stick,5.08,6840,0.9864
suis,5.08,6841,0.8291
tag,5.08,6842,1.2752
tattoo,5.08,6843,2.0785
therefore,5.08,6844,1.2591
timothy,5.08,6845,1.2752
told,5.08,6846,1.3827
transit,5.08,6847,1.2095
underground,5.08,6848,1.5097
va,5.08,6849,1.3827
wanted,5.08,6850,1.7825
week,5.08,6851,1.4546
yr,5.08,6852,1.2095
z,5.08,6853,0.8291
tiempo,5.06,6854,0.9419
denn,5.06,6855,1.3135
km,5.06,6856,1.049
komt,5.06,6857,1.0289
mientras,5.06,6858,0.9221
swallowed,5.06,6859,1.4777
todas,5.06,6860,1.5194
puede,5.06,6861,1.4201
17th,5.06,6862,1.0382
19th,5.06,6863,0.8184
atl,5.06,6864,0.9564
aus,5.06,6865,0.9982
banker,5.06,6866,1.4902
belt,5.06,6867,1.0956
bend,5.06,6868,1.3157
cali,5.06,6869,1.6088
changed,5.06,6870,1.0956
changes,5.06,6871,1.3157
chill,5.06,6872,2.1035
committees,5.06,6873,1.2683
convo,5.06,6874,1.2521
corporation,5.06,6875,1.4626
decision,5.06,6876,1.4486
diego,5.06,6877,0.8184
diffusion,5.06,6878,1.3614
eighth,5.06,6879,1.1141
federation,5.06,6880,1.3001
five-year,5.06,6881,1.0768
flatbush,5.06,6882,1.0184
follows,5.06,6883,1.6088
frederick,5.06,6884,1.2521
ganas,5.06,6885,1.0768
gb,5.06,6886,1.0382
grab,5.06,6887,1.3311
hughes,5.06,6888,0.9348
ihn,5.06,6889,0.9775
interview,5.06,6890,1.2843
interviews,5.06,6891,1.6088
jag,5.06,6892,1.5703
kenneth,5.06,6893,1.0184
kerry,5.06,6894,1.1851
kimi,5.06,6895,1.1141
lakers,5.06,6896,1.5832
las,5.06,6897,0.843
m,5.06,6898,1.0382
marilyn,5.06,6899,1.634
mj,5.06,6900,1.2191
monitoring,5.06,6901,1.2521
moscow,5.06,6902,1.4201
moved,5.06,6903,1.2357
mujer,5.06,6904,1.3157
nel,5.06,6905,0.9564
nyu,5.06,6906,1.1141
one-year,5.06,6907,0.8901
p,5.06,6908,0.7398
phase,5.06,6909,0.9775
poder,5.06,6910,1.2521
primitive,5.06,6911,1.544
rattle,5.06,6912,1.544
reign,5.06,6913,1.5308
restated,5.06,6914,1.0768
rod,5.06,6915,1.588
ruth,5.06,6916,1.2843
screening,5.06,6917,1.4344
sherman,5.06,6918,0.8668
socks,5.06,6919,1.4201
sought,5.06,6920,1.3001
speculation,5.06,6921,1.4765
spokesman,5.06,6922,1.1678
stones,5.06,6923,1.2521
streak,5.06,6924,1.4057
swept,5.06,6925,1.4902
sympathies,5.06,6926,2.1891
td,5.06,6927,1.3001
this,5.06,6928,0.7669
thompson,5.06,6929,1.0382
thunder,5.06,6930,2.2983
tiene,5.06,6931,0.9127
tin,5.06,6932,0.9564
tryin,5.06,6933,1.4057
tx,5.06,6934,1.3911
voy,5.06,6935,0.6518
vuoi,5.06,6936,1.2022
weeks,5.06,6937,1.0768
who,5.06,6938,0.9982
whoever,5.06,6939,0.9127
wil,5.06,6940,0.9775
avec,5.05,6941,1.0384
consequently,5.04,6942,1.3985
dynamite,5.04,6943,2.2309
judgement,5.04,6944,1.5704
thereby,5.04,6945,1.1101
voz,5.04,6946,1.352
wooden,5.04,6947,1.3362
conquer,5.04,6948,2.217
loco,5.04,6949,1.7073
onset,5.04,6950,1.3838
'the,5.04,6951,0.6376
7th,5.04,6952,0.8562
8th,5.04,6953,0.7548
ada,5.04,6954,0.7548
advertising,5.04,6955,1.5774
anders,5.04,6956,0.8797
aqui,5.04,6957,1.049
aunque,5.04,6958,0.9889
b-included,5.04,6959,1.4136
bbm,5.04,6960,1.0294
been,5.04,6961,1.1773
biz,5.04,6962,1.3696
blair,5.04,6963,1.2115
blaze,5.04,6964,1.5248
bone,5.04,6965,1.1241
bosnian,5.04,6966,1.3395
break,5.04,6967,1.8178
bronx,5.04,6968,1.261
cc,5.04,6969,1.1945
charged,5.04,6970,1.5903
cole,5.04,6971,1.3242
complex,5.04,6972,1.5903
dee,5.04,6973,1.1241
doc,5.04,6974,1.4841
edith,5.04,6975,1.1773
esta,5.04,6976,0.7814
fla,5.04,6977,1.3845
fleet,5.04,6978,1.3696
fred,5.04,6979,0.8071
fue,5.04,6980,1.2282
harlem,5.04,6981,1.4978
hav,5.04,6982,0.8071
herz,5.04,6983,1.3845
hmm,5.04,6984,1.0872
hombre,5.04,6985,1.3547
hoy,5.04,6986,1.0093
hrs,5.04,6987,0.533
hut,5.04,6988,1.293
into,5.04,6989,0.8797
j,5.04,6990,0.8562
llegar,5.04,6991,1.1599
mai,5.04,6992,0.9889
margin,5.04,6993,0.9889
measures,5.04,6994,1.2447
mei,5.04,6995,0.9026
mile,5.04,6996,1.049
milton,5.04,6997,1.4702
mm,5.04,6998,1.3547
myers,5.04,6999,1.3696
nun,5.04,7000,1.5381
occupied,5.04,7001,1.3395
officially,5.04,7002,1.2771
other,5.04,7003,1.049
ova,5.04,7004,1.3087
patient,5.04,7005,2.0098
presbyterian,5.04,7006,1.4841
ps,5.04,7007,0.9681
put,5.04,7008,0.9681
replace,5.04,7009,1.1773
robertson,5.04,7010,0.9026
rochelle,5.04,7011,0.6047
rss,5.04,7012,0.9681
s,5.04,7013,0.4932
searching,5.04,7014,1.3395
sha,5.04,7015,0.9026
sides,5.04,7016,1.1773
sittin,5.04,7017,1.4563
size,5.04,7018,0.9681
somos,5.04,7019,1.1058
spend,5.04,7020,1.7838
standin,5.04,7021,0.9249
stare,5.04,7022,1.7257
statistics,5.04,7023,1.4841
stone,5.04,7024,1.4702
sub,5.04,7025,1.4136
takes,5.04,7026,1.1421
tanto,5.04,7027,1.2282
that'll,5.04,7028,1.0093
theyre,5.04,7029,0.9467
tweetdeck,5.04,7030,1.3991
undercover,5.04,7031,1.6031
ves,5.04,7032,1.1773
vos,5.04,7033,0.9249
w/,5.04,7034,0.9681
whilst,5.04,7035,1.2115
wipe,5.04,7036,1.428
corners,5.02,7037,1.4512
luz,5.02,7038,1.3759
nena,5.02,7039,1.1938
adesso,5.02,7040,1.0506
alle,5.02,7041,1.233
betcha,5.02,7042,1.5068
curtain,5.02,7043,1.4067
getcha,5.02,7044,1.5744
mash,5.02,7045,1.7259
preach,5.02,7046,1.9202
puedo,5.02,7047,1.1813
strings,5.02,7048,1.2827
tubes,5.02,7049,1.3615
veo,5.02,7050,1.1635
#quote,5.02,7051,0.9366
6th,5.02,7052,0.8449
@theellenshow,5.02,7053,2.005
administrator,5.02,7054,1.3323
analysts,5.02,7055,1.3923
anyone,5.02,7056,0.9581
apologize,5.02,7057,1.8125
blacks,5.02,7058,1.6474
blvd,5.02,7059,0.8687
bu,5.02,7060,1.1516
burke,5.02,7061,1.3013
buses,5.02,7062,1.02
c-net,5.02,7063,1.3323
carl,5.02,7064,1.1156
case,5.02,7065,1.3013
coleman,5.02,7066,1.2696
competing,5.02,7067,1.6597
controls,5.02,7068,1.3323
conventional,5.02,7069,1.3626
cuando,5.02,7070,0.9998
diagnostic,5.02,7071,1.7082
disclosure,5.02,7072,0.9581
documents,5.02,7073,1.3169
doy,5.02,7074,1.0971
draft,5.02,7075,1.4068
esse,5.02,7076,1.2204
estou,5.02,7077,0.8204
final,5.02,7078,1.7319
flat,5.02,7079,1.237
flip,5.02,7080,1.3013
foot,5.02,7081,1.2856
gettin,5.02,7082,1.3775
gotta,5.02,7083,1.1865
happened,5.02,7084,1.1865
heeft,5.02,7085,1.3013
hot,5.02,7086,1.9218
ii,5.02,7087,0.6848
im,5.02,7088,1.1156
implied,5.02,7089,1.0398
industrial,5.02,7090,1.3775
israel's,5.02,7091,1.3013
it,5.02,7092,0.742
ive,5.02,7093,0.8919
jerome,5.02,7094,1.0593
kaplan,5.02,7095,1.0971
kent,5.02,7096,1.1692
levine,5.02,7097,1.1156
lik,5.02,7098,1.0784
manager,5.02,7099,1.505
marcia,5.02,7100,1.2036
mayer,5.02,7101,1.1516
meer,5.02,7102,1.0971
mi,5.02,7103,0.9145
mismo,5.02,7104,1.3013
nacht,5.02,7105,1.4356
necesito,5.02,7106,1.3256
necessary,5.02,7107,1.1516
newark,5.02,7108,1.0971
noch,5.02,7109,1.1516
ordinary,5.02,7110,1.1337
os,5.02,7111,0.9792
parameters,5.02,7112,1.3169
parking,5.02,7113,1.4356
pentagon,5.02,7114,1.6098
phantom,5.02,7115,1.6098
porque,5.02,7116,1.02
pr,5.02,7117,0.9581
procedures,5.02,7118,1.3013
quarterly,5.02,7119,1.1337
random,5.02,7120,1.2204
rc,5.02,7121,0.769
requiring,5.02,7122,1.1156
richardson,5.02,7123,1.3169
roth,5.02,7124,0.7951
sama,5.02,7125,0.6543
san,5.02,7126,0.5887
sc,5.02,7127,0.8687
schedule,5.02,7128,1.3923
setting,5.02,7129,1.3013
sleeve,5.02,7130,1.3626
slice,5.02,7131,1.4913
solitude,5.02,7132,1.8897
some,5.02,7133,1.0398
sou,5.02,7134,1.2036
stake,5.02,7135,1.1865
stamford,5.02,7136,1.2036
switch,5.02,7137,1.0593
teh,5.02,7138,1.2696
themselves,5.02,7139,1.3476
todd,5.02,7140,1.0593
tu,5.02,7141,1.1516
twittering,5.02,7142,2.1805
uni,5.02,7143,1.3169
veil,5.02,7144,1.4356
vous,5.02,7145,1.2204
vp,5.02,7146,1.237
wana,5.02,7147,1.4776
westport,5.02,7148,1.0593
where,5.02,7149,0.8687
you've,5.02,7150,1.1337
binding,5.01,7151,1.6049
'cause,5.0,7152,0.9476
agents,5.0,7153,1.2936
alguien,5.0,7154,0.9258
assess,5.0,7155,1.3702
b-net,5.0,7156,0.8081
because,5.0,7157,0.8571
becker,5.0,7158,1.3401
boot,5.0,7159,1.0302
cada,5.0,7160,1.2289
carbon,5.0,7161,1.4286
coeur,5.0,7162,1.5779
commands,5.0,7163,1.5679
cosas,5.0,7164,0.9354
das,5.0,7165,0.9689
dated,5.0,7166,1.6903
diggin,5.0,7167,1.6681
executives,5.0,7168,1.4428
flipmode,5.0,7169,1.291
forex,5.0,7170,1.3401
fourth,5.0,7171,1.2289
gosh,5.0,7172,1.069
governing,5.0,7173,1.5779
herbert,5.0,7174,1.2454
hoo,5.0,7175,1.3093
hora,5.0,7176,1.069
hush,5.0,7177,1.4983
id,5.0,7178,1.088
indicated,5.0,7179,1.2454
jus,5.0,7180,0.8571
k,5.0,7181,1.2617
katz,5.0,7182,1.5518
kaufman,5.0,7183,0.6701
ku,5.0,7184,1.2289
la,5.0,7185,0.8571
listings,5.0,7186,1.2289
liver,5.0,7187,1.8406
luther,5.0,7188,0.8806
